Date,SPX,TPX,SX5E
2016/3/23,2036.71,1390.41,3032.6
2016/3/22,2049.8,1387.93,3028.21
2016/3/21,2051.6,1402.45,3125.43
2016/3/18,2049.58,1406.55,3130.43
2016/3/17,2040.59,1442.09,3121.29
2016/3/16,2027.22,1401.95,3117.62
2016/3/15,2015.93,1447.32,3141.12
2016/3/14,2019.64,1457.94,3151.69
2016/3/11,2022.19,1488.84,3142.52
2016/3/10,1989.57,1504.71,3112.99
2016/3/9,1989.26,1509.67,3064.03
2016/3/8,1979.26,1547.3,3054.34
2016/3/7,2001.76,1543.39,3060.86
2016/3/4,1999.99,1529.22,3039.19
2016/3/3,1993.4,1516.19,2942.09
2016/3/2,1986.45,1523.62,2924.23
2016/3/1,1978.35,1533.6,2911.98
2016/2/29,1932.23,1531.28,2871.57
2016/2/26,1948.05,1537.1,2909.36
2016/2/25,1951.7,1564.71,2890.35
2016/2/24,1929.8,1540.72,2962.28
2016/2/23,1921.27,1502.55,2953.28
2016/2/22,1945.5,1527.88,3004.93
2016/2/19,1917.78,1549.51,3044.1
2016/2/18,1917.83,1540.35,3004.87
2016/2/17,1926.82,1555.58,2986.73
2016/2/16,1895.58,1568.73,3042.42
2016/2/12,1864.78,1585.21,3051.23
2016/2/11,1829.08,1574.02,3048.77
2016/2/10,1851.86,1602.94,3059.77
2016/2/9,1852.21,1602.26,3043.1
2016/2/8,1853.44,1601.95,3062.05
2016/2/5,1880.05,1580.25,3067.21
2016/2/4,1915.45,1594.45,3091.98
2016/2/3,1912.53,1602.32,3073.8
2016/2/2,1903.03,1594.67,2970.78
2016/2/1,1939.38,1605.94,3016.18
2016/1/29,1940.24,1603.18,3002.01
2016/1/28,1893.36,1600.38,3021.09
2016/1/27,1882.95,1586.53,3037.35
2016/1/26,1903.63,1586.11,3012.87
2016/1/25,1877.08,1571.53,3022.14
2016/1/22,1906.9,1585.83,2996.39
2016/1/21,1868.99,1593.57,2945.75
2016/1/20,1859.33,1595.32,2929.16
2016/1/19,1881.33,1589.48,2877.42
2016/1/15,1880.33,1590.97,2820.24
2016/1/14,1921.84,1563.59,2887.38
2016/1/13,1890.28,1555.1,2933.91
2016/1/12,1938.68,1540.43,2871.05
2016/1/11,1923.67,1526.97,2895.15
2016/1/8,1922.03,1558.2,2897.72
2016/1/7,1943.09,1547.11,2821.26
2016/1/6,1990.26,1547.19,2833.87
2016/1/5,2016.71,1543.11,2756.16
2016/1/4,2012.66,1558.99,2680.35
2015/12/31,2043.94,1547.84,2789.05
2015/12/30,2063.36,1518.22,2736.5
2015/12/29,2078.36,1526.81,2785.17
2015/12/28,2056.5,1499.28,2879.39
2015/12/24,2060.99,1494.75,2905.3
2015/12/23,2064.29,1505.84,2896.63
2015/12/22,2038.97,1490.72,2951.85
2015/12/21,2021.15,1470.83,3021.01
2015/12/18,2005.55,1503.13,3045.09
2015/12/17,2041.89,1515.13,2979.42
2015/12/16,2073.07,1481.4,3043.47
2015/12/15,2043.41,1493.17,3032.84
2015/12/14,2021.94,1475.84,3001.78
2015/12/11,2012.37,1463.92,3023.21
2015/12/10,2052.23,1444.92,2943.92
2015/12/9,2047.62,1442.74,2882.59
2015/12/8,2063.59,1411.16,2980.49
2015/12/7,2077.07,1375.52,2935.39
2015/12/4,2091.69,1438.67,2952.48
2015/12/3,2049.62,1453.81,3024
2015/12/2,2079.51,1426.97,3073.02
2015/12/1,2102.63,1462.38,3064.66
2015/11/30,2080.41,1491.91,3027.49
2015/11/27,2090.11,1472.6,3033.47
2015/11/25,2088.87,1462.24,3084.68
2015/11/24,2089.14,1462.41,3139.32
2015/11/23,2086.59,1480.23,3178.01
2015/11/20,2089.17,1479.52,3164.76
2015/11/19,2081.24,1507.37,3267.52
2015/11/18,2083.58,1416.71,3287.98
2015/11/17,2050.44,1445.65,3314.28
2015/11/16,2053.19,1444.53,3256.49
2015/11/13,2023.04,1474.98,3284.47
2015/11/12,2045.97,1465.99,3286.68
2015/11/11,2075,1478.11,3214.32
2015/11/10,2081.72,1537.05,3213.01
2015/11/9,2078.58,1549.8,3260.72
2015/11/6,2099.2,1500.41,3306.47
2015/11/5,2099.93,1478.97,3246.78
2015/11/4,2102.31,1432.65,3241.51
2015/11/3,2109.79,1480.87,3139.24
2015/11/2,2104.05,1573.01,3203.21
2015/10/30,2079.36,1623.88,3269.97
2015/10/29,2089.41,1648.48,3277.21
2015/10/28,2090.35,1672.22,3297.46
2015/10/27,2065.89,1672.87,3360.21
2015/10/26,2071.18,1664.46,3330.75
2015/10/23,2075.15,1667.95,3343.34
2015/10/22,2052.51,1665.75,3468.66
2015/10/21,2018.94,1687.6,3479.64
2015/10/20,2030.77,1691.29,3506.45
2015/10/19,2033.66,1679.19,3488.99
2015/10/16,2033.11,1673.58,3498.62
2015/10/15,2023.86,1665.85,3462.06
2015/10/14,1994.24,1659.83,3409.6
2015/10/13,2003.69,1659.6,3445.26
2015/10/12,2017.46,1659.52,3452.45
2015/10/9,2014.89,1647.21,3448.93
2015/10/8,2013.43,1633.94,3431.92
2015/10/7,1995.83,1629.46,3451.94
2015/10/6,1979.92,1637.9,3362.23
2015/10/5,1987.05,1655.86,3360.65
2015/10/2,1951.36,1664.88,3387.7
2015/10/1,1923.82,1655.37,3448.42
2015/9/30,1920.03,1673.88,3425.4
2015/9/29,1884.09,1662.94,3418.36
2015/9/28,1881.77,1660.83,3468.21
2015/9/25,1931.34,1646.41,3447.49
2015/9/24,1932.24,1638.71,3439.16
2015/9/23,1938.76,1613.51,3442.68
2015/9/22,1942.74,1583.55,3434.5
2015/9/21,1966.97,1579.89,3418.23
2015/9/18,1958.03,1582.48,3413.39
2015/9/17,1990.2,1637.23,3421.09
2015/9/16,1995.31,1620.36,3381.01
2015/9/15,1978.09,1652.09,3414.6
2015/9/14,1953.03,1648.24,3425.81
2015/9/11,1961.05,1636.41,3353.11
2015/9/10,1952.29,1630.4,3272.23
2015/9/9,1942.04,1624.82,3255.72
2015/9/8,1969.41,1667.03,3272.04
2015/9/4,1921.22,1670.91,3264.93
2015/9/3,1951.13,1679.89,3238.81
2015/9/2,1948.86,1676.4,3191.57
2015/9/1,1913.85,1648.61,3221.28
2015/8/31,1972.18,1631.01,3247.33
2015/8/28,1988.87,1616.66,3250.31
2015/8/27,1987.66,1633.7,3224.96
2015/8/26,1940.51,1639.86,3226.4
2015/8/25,1867.61,1651.92,3220.09
2015/8/24,1893.21,1651.48,3190.39
2015/8/21,1970.89,1648.88,3088.18
2015/8/20,2035.73,1628.23,3069.05
2015/8/19,2079.61,1634.37,3100.67
2015/8/18,2096.92,1661.99,3029.86
2015/8/17,2102.44,1667.06,3039.44
2015/8/14,2091.54,1673.89,3113.16
2015/8/13,2083.39,1669.99,3019.34
2015/8/12,2086.05,1674.21,3079.99
2015/8/11,2084.07,1678.56,3076.05
2015/8/10,2104.18,1673.65,3184.72
2015/8/7,2077.57,1672.76,3157.3
2015/8/6,2083.56,1661.33,3255.79
2015/8/5,2099.84,1659.57,3251.79
2015/8/4,2093.32,1659.15,3207.6
2015/8/3,2098.04,1647.85,3175.62
2015/7/31,2103.84,1646.8,3187.94
2015/7/30,2108.63,1643.4,3221.14
2015/7/29,2108.57,1633.33,3269.98
2015/7/28,2093.25,1626.66,3233.84
2015/7/27,2067.64,1607.11,3197.97
2015/7/24,2079.65,1591.49,3180.25
2015/7/23,2102.15,1604.21,3270.09
2015/7/22,2114.15,1602.27,3198.86
2015/7/21,2119.21,1598.33,3188.73
2015/7/20,2128.28,1587.76,3269.63
2015/7/17,2126.64,1574.64,3286.59
2015/7/16,2124.29,1585.61,3280.78
2015/7/15,2107.4,1592.79,3170.73
2015/7/14,2108.95,1627.43,3218.01
2015/7/13,2099.6,1619.07,3073.39
2015/7/10,2076.62,1618.84,3247.26
2015/7/9,2051.31,1624.87,3353.48
2015/7/8,2046.68,1621.79,3429.84
2015/7/7,2081.34,1608.88,3495.38
2015/7/6,2068.76,1582.68,3497.9
2015/7/2,2076.78,1588.69,3491.03
2015/7/1,2077.42,1599.42,3516.15
2015/6/30,2063.11,1588.81,3484.41
2015/6/29,2057.64,1590.82,3605.28
2015/6/26,2101.49,1586.26,3674.94
2015/6/25,2102.31,1589.54,3637.8
2015/6/24,2108.58,1594.19,3668.47
2015/6/23,2124.2,1588.47,3676.75
2015/6/22,2122.85,1578.55,3619.31
2015/6/19,2109.99,1560.71,3635.4
2015/6/18,2121.24,1564.16,3600.69
2015/6/17,2100.44,1554.17,3583.79
2015/6/16,2096.29,1528.99,3575.53
2015/6/15,2084.43,1543.11,3554.11
2015/6/12,2094.11,1557.77,3513.1
2015/6/11,2108.86,1552.78,3600
2015/6/10,2105.2,1568.82,3634.64
2015/6/9,2080.15,1592.01,3635.58
2015/6/8,2079.28,1587.59,3647.96
2015/6/5,2092.83,1592.25,3686.58
2015/6/4,2095.84,1580.51,3670.34
2015/6/3,2114.07,1575.81,3676.41
2015/6/2,2109.6,1582.46,3623.87
2015/6/1,2111.73,1570.5,3607.19
2015/5/29,2107.39,1558.21,3590.43
2015/5/28,2120.79,1560.33,3528.81
2015/5/27,2123.48,1546.63,3420.03
2015/5/26,2104.2,1525.67,3327.5
2015/5/22,2126.06,1524.75,3294.19
2015/5/21,2130.82,1531.76,3365.2
2015/5/20,2125.85,1540.84,3441.76
2015/5/19,2127.83,1523.72,3463.25
2015/5/18,2129.2,1517.01,3496.28
2015/5/15,2122.73,1526.83,3424.3
2015/5/14,2121.1,1524.97,3468.9
2015/5/13,2098.48,1523.85,3621.37
2015/5/12,2099.12,1521.68,3610.91
2015/5/11,2105.33,1507.62,3610.95
2015/5/8,2116.1,1508.28,3625.97
2015/5/7,2088,1502.83,3596.07
2015/5/6,2080.15,1500.33,3455.8
2015/5/5,2089.46,1494.93,3450.45
2015/5/4,2114.49,1482.67,3428.76
2015/5/1,2108.29,1462.07,3454.09
2015/4/30,2085.51,1459.43,3438.07
2015/4/29,2106.85,1449.38,3502.77
2015/4/28,2114.76,1449.39,3551.91
2015/4/27,2108.92,1427.72,3526.48
2015/4/24,2117.69,1424.92,3456.79
2015/4/23,2112.93,1417.19,3468.31
2015/4/22,2107.96,1410.11,3510.01
2015/4/21,2097.29,1417,3556.38
2015/4/20,2100.4,1392.39,3583.82
2015/4/17,2081.18,1408.75,3561.89
2015/4/16,2104.99,1415.07,3575.04
2015/4/15,2106.63,1413.58,3570.78
2015/4/14,2095.84,1429.92,3650.71
2015/4/13,2092.43,1426.38,3682.87
2015/4/10,2102.06,1402.08,3619.3
2015/4/9,2091.18,1403.22,3655.41
2015/4/8,2081.9,1389.43,3679.14
2015/4/7,2076.33,1390.61,3688.72
2015/4/6,2080.62,1397.63,3683.48
2015/4/2,2066.96,1372.41,3670.52
2015/4/1,2059.69,1363.73,3589.22
2015/3/31,2067.89,1376.6,3573.07
2015/3/30,2086.24,1357.98,3602.22
2015/3/27,2061.02,1374.69,3553.42
2015/3/26,2056.15,1380.58,3573.1
2015/3/25,2061.05,1377.67,3624.41
2015/3/24,2091.5,1359.8,3649.48
2015/3/23,2104.42,1361.14,3556.21
2015/3/20,2108.1,1401.09,3558.03
2015/3/19,2089.27,1407.51,3546.56
2015/3/18,2099.5,1424.67,3632.94
2015/3/17,2074.28,1427.5,3615.59
2015/3/16,2081.19,1421.26,3615.59
2015/3/13,2053.4,1426.02,3617.11
2015/3/12,2065.95,1413.05,3715.42
2015/3/11,2040.24,1409.61,3771.45
2015/3/10,2044.16,1376.32,3713.96
2015/3/9,2079.43,1352.01,3697.88
2015/3/6,2071.26,1353.37,3724.49
2015/3/5,2101.04,1379.29,3719.38
2015/3/4,2098.53,1399.65,3718.04
2015/3/3,2107.78,1397.04,3674.05
2015/3/2,2117.39,1406.83,3751.72
2015/2/27,2104.5,1436.09,3803.55
2015/2/26,2110.74,1447.58,3784.53
2015/2/25,2113.86,1445.67,3828.78
2015/2/24,2115.48,1440.6,3816.76
2015/2/23,2109.66,1429.75,3781.79
2015/2/20,2110.3,1427.85,3742.63
2015/2/19,2097.45,1421.65,3768.72
2015/2/18,2099.68,1410.34,
2015/2/17,2100.34,1391.9,3715.27
2015/2/13,2096.99,1406.4,3714.89
2015/2/12,2088.48,1409.15,3697.38
2015/2/11,2068.53,1400.18,3727.8
2015/2/10,2068.59,1397.64,3679.03
2015/2/9,2046.74,1396.54,3669.79
2015/2/6,2055.47,1394.88,3684.04
2015/2/5,2062.52,1366.13,3731.35
2015/2/4,2041.51,1400.41,3699.04
2015/2/3,2050.03,1389.51,3726.07
2015/2/2,2020.85,1377.05,3670.73
2015/1/30,1994.99,1375.21,3668.52
2015/1/29,2021.25,1360.11,3672.16
2015/1/28,2002.16,1363.67,3706.75
2015/1/27,2029.55,1356.35,3656.21
2015/1/26,2057.09,1371.76,3641.32
2015/1/23,2051.82,1368.65,3649.54
2015/1/22,2063.15,1333.64,3567.25
2015/1/21,2032.12,1278.9,3610.28
2015/1/20,2022.55,1270.64,3617.62
2015/1/16,2019.42,1252,3618.21
2015/1/15,1992.67,1254.28,3583.44
2015/1/14,2011.27,1242.32,3549.11
2015/1/13,2023.03,1232.34,3591.09
2015/1/12,2028.26,1236.41,3599
2015/1/9,2044.81,1205.36,3574.94
2015/1/8,2062.14,1224.34,3541.78
2015/1/7,2025.9,1177.22,3547.1
2015/1/6,2002.61,1195.5,3519.58
2015/1/5,2020.58,1223.67,3490.53
2015/1/2,2058.2,1214.27,3488.08
2014/12/31,2058.9,1243.09,3465.8
2014/12/30,2080.35,1260.78,3438.44
2014/12/29,2090.57,1274.85,3433.3
2014/12/26,2088.77,1290.89,3447.59
2014/12/24,2081.88,1296.4,3417.61
2014/12/23,2082.17,1282.54,3374.14
2014/12/22,2078.54,1280.15,3383.13
2014/12/19,2070.65,1318.21,3347.75
2014/12/18,2061.23,1326.29,3398.16
2014/12/17,2012.89,1337.3,3408.96
2014/12/16,1972.74,1331.95,3415.53
2014/12/15,1989.63,1346.43,3414.18
2014/12/12,2002.33,1326.18,3370.11
2014/12/11,2035.33,1330.88,3351.44
2014/12/10,2026.14,1331.91,3371.83
2014/12/9,2059.82,1317.91,3358.96
2014/12/8,2060.31,1304.96,3372.58
2014/12/5,2075.37,1310.86,3414.28
2014/12/4,2071.92,1313.72,3382.55
2014/12/3,2074.33,1311.24,3322.65
2014/12/2,2066.55,1306.79,3269.73
2014/12/1,2053.44,1299.62,3244.92
2014/11/28,2067.56,1298.64,3220.9
2014/11/26,2072.83,1293.21,3202.24
2014/11/25,2067.03,1296.39,3157.36
2014/11/24,2069.41,1301.52,3089.67
2014/11/21,2063.5,1297,3133.86
2014/11/20,2052.75,1283.06,3084.18
2014/11/19,2048.72,1277.97,3042.9
2014/11/18,2051.8,1280.74,3135.08
2014/11/17,2041.32,1285.92,3026.79
2014/11/14,2039.82,1285.01,3007.91
2014/11/13,2039.33,1291.31,3023.14
2014/11/12,2038.25,1286.07,3139.44
2014/11/11,2039.68,1291.19,3146.43
2014/11/10,2038.26,1279.64,3135.95
2014/11/7,2031.92,1280.29,3185.17
2014/11/6,2031.21,1271.26,3184.66
2014/11/5,2023.57,1270.68,3192.47
2014/11/4,2012.1,1270.5,3154.91
2014/11/3,2017.81,1262.13,3141.28
2014/10/31,2018.05,1257.69,3153.77
2014/10/30,1994.65,1252.51,3051.99
2014/10/29,1982.3,1228.26,3049.99
2014/10/28,1985.05,1258.12,2982.9
2014/10/27,1961.63,1251.29,3067.32
2014/10/24,1964.58,1263.53,3159.11
2014/10/23,1950.82,1276.19,3150.95
2014/10/22,1927.11,1281.3,3162.77
2014/10/21,1941.28,1289.42,3247.99
2014/10/20,1904.01,1292.24,3277.38
2014/10/17,1886.76,1290.41,3191.25
2014/10/16,1862.76,1286.07,3247.72
2014/10/15,1862.49,1281.35,3238.35
2014/10/14,1877.7,1269.86,3232.91
2014/10/13,1874.74,1272.39,3250.93
2014/10/10,1906.13,1273.27,3244.92
2014/10/9,1928.21,1263.29,3226.08
2014/10/8,1968.89,1273.38,3226.15
2014/10/7,1935.1,1273.59,3211.7
2014/10/6,1964.82,1273.68,3194.22
2014/10/3,1967.9,1265.46,3102.21
2014/10/2,1946.17,1255.19,3123.12
2014/10/1,1946.16,1259.25,3120.42
2014/9/30,1972.29,1270.82,3084.79
2014/9/29,1977.8,1275.7,3059.99
2014/9/26,1982.85,1279.87,3056.8
2014/9/25,1965.99,1285.24,3047.3
2014/9/24,1998.3,1278.59,3104.59
2014/9/23,1982.77,1280.78,3094.6
2014/9/22,1994.29,1276.08,3064.92
2014/9/19,2010.4,1262.56,3102.07
2014/9/18,2011.36,1253.15,3091.54
2014/9/17,2001.57,1263.43,3034.24
2014/9/16,1998.98,1260.83,3082.32
2014/9/15,1984.13,1268.5,3113.32
2014/9/12,1985.54,1267.48,3035.9
2014/9/11,1997.45,1268.92,3022.42
2014/9/10,1995.69,1269.04,3036.15
2014/9/9,1988.44,1249.15,2998.84
2014/9/8,2001.54,1238.2,3030.37
2014/9/5,2007.71,1234.68,3044.3
2014/9/4,1997.65,1243.97,3008.53
2014/9/3,2000.72,1237.75,2991.46
2014/9/2,2002.28,1239.07,2927.3
2014/8/29,2003.37,1228.73,2962.24
2014/8/28,1996.74,1234.78,2874.65
2014/8/27,2000.12,1234.57,2892.55
2014/8/26,2000.02,1232.75,3000.99
2014/8/25,1997.92,1233.95,2998.32
2014/8/22,1988.4,1228.59,2991.5
2014/8/21,1992.37,1220.47,3042.45
2014/8/20,1986.51,1201.41,3053.31
2014/8/19,1981.6,1200.68,3082.1
2014/8/18,1971.74,1198.17,3138.67
2014/8/15,1955.06,1195.11,3133.37
2014/8/14,1955.18,1194.69,3106.42
2014/8/13,1946.72,1180.44,3195.08
2014/8/12,1933.75,1169.34,3225.93
2014/8/11,1936.92,1150.05,3186.95
2014/8/8,1931.59,1153.38,3219.58
2014/8/7,1909.57,1150.07,3202.31
2014/8/6,1920.24,1159.07,3244.01
2014/8/5,1920.21,1178.29,3205.93
2014/8/4,1938.99,1183.15,3257.48
2014/8/1,1925.15,1178.35,3273.25
2014/7/31,1930.67,1157.91,3271.37
2014/7/30,1970.07,1165.51,3237.44
2014/7/29,1969.95,1160.01,3221.73
2014/7/28,1978.91,1152.01,3231.7
2014/7/25,1978.34,1182.48,3235.07
2014/7/24,1987.98,1182.2,3237.76
2014/7/23,1987.01,1162.44,3244.16
2014/7/22,1983.53,1160.74,3245.43
2014/7/21,1973.63,1169.99,3267.54
2014/7/18,1978.22,1164.9,3275.25
2014/7/17,1958.12,1173.81,3277.25
2014/7/16,1981.57,1162.5,3218.84
2014/7/15,1973.28,1171.4,3180.29
2014/7/14,1977.1,1173.37,3175.05
2014/7/11,1967.57,1166.59,3172.63
2014/7/10,1964.68,1166.55,3164.44
2014/7/9,1972.83,1136.09,3194.45
2014/7/8,1963.71,1132.76,3197.54
2014/7/7,1977.65,1134.09,3165.47
2014/7/3,1985.44,1149.49,3098.5
2014/7/2,1974.62,1150.44,3124.56
2014/7/1,1973.32,1174.56,3083.5
2014/6/30,1960.23,1196.84,3091.11
2014/6/27,1960.96,1215.89,3073.45
2014/6/26,1957.22,1216.77,3033.52
2014/6/25,1959.53,1211.36,3058.16
2014/6/24,1949.98,1204.25,3056.17
2014/6/23,1962.61,1202.89,3023.77
2014/6/20,1962.87,1186.52,3047.56
2014/6/19,1959.48,1176.9,3006.83
2014/6/18,1956.98,1172.07,3012.88
2014/6/17,1941.99,1163.7,3050.37
2014/6/16,1937.78,1163.04,3072.2
2014/6/13,1936.16,1145.97,3070.46
2014/6/12,1930.11,1164.33,3072.57
2014/6/11,1943.89,1165.94,3115.51
2014/6/10,1950.79,1154.93,3169.23
2014/6/9,1951.27,1164.7,3190.54
2014/6/6,1949.44,1203.46,3171.55
2014/6/5,1940.46,1206.94,3174.99
2014/6/4,1927.88,1233.21,3220.07
2014/6/3,1924.24,1227.61,3193.13
2014/6/2,1924.97,1236.97,3189.22
2014/5/30,1923.57,1228.36,3137.06
2014/5/29,1920.03,1212.9,3164.21
2014/5/28,1909.78,1204.11,3157.82
2014/5/27,1911.91,1196.76,3202.94
2014/5/23,1900.53,1211.66,3153.75
2014/5/22,1892.49,1217.35,3185.86
2014/5/21,1888.03,1225.35,3157.05
2014/5/20,1872.83,1233.66,3150.59
2014/5/19,1885.08,1219.07,3203.1
2014/5/16,1877.86,1222.31,3184.38
2014/5/15,1870.85,1194.56,3230.92
2014/5/14,1888.53,1218.52,3270.47
2014/5/13,1897.45,1224,3289.75
2014/5/12,1896.65,1192.05,3252.25
2014/5/9,1878.48,1183.82,3258.71
2014/5/8,1875.63,1199.74,3228.24
2014/5/7,1878.21,1219.6,3227.85
2014/5/6,1867.72,1204.28,3233.19
2014/5/5,1884.66,1189.14,3252.31
2014/5/2,1881.14,1162.37,3284.81
2014/5/1,1883.68,1162.64,3282.58
2014/4/30,1883.95,1139.27,3302.36
2014/4/29,1878.33,1196.32,3314.8
2014/4/28,1869.43,1220.64,3279.2
2014/4/25,1863.4,1224.09,3275.33
2014/4/24,1878.61,1256.18,3261.42
2014/4/23,1875.39,1224.31,3282.84
2014/4/22,1879.55,1229.23,3284.28
2014/4/21,1871.89,1264.6,3289.09
2014/4/17,1864.85,1287.52,3313.8
2014/4/16,1862.31,1299.63,3305.26
2014/4/15,1842.98,1295.95,3294.28
2014/4/14,1830.61,1293.86,3267.05
2014/4/11,1815.69,1297.39,3237.93
2014/4/10,1833.08,1294.39,3241.04
2014/4/9,1872.18,1294.52,3247.8
2014/4/8,1851.96,1269.08,3244.6
2014/4/7,1845.04,1298.48,3244.66
2014/4/4,1865.09,1296.75,3246.24
2014/4/3,1888.77,1306.23,3244.28
2014/4/2,1890.9,1283.25,3240.39
2014/4/1,1885.52,1292.15,3203.28
2014/3/31,1872.34,1302.29,3187.63
2014/3/28,1857.62,1290.07,3187.08
2014/3/27,1849.04,1279.34,3163.93
2014/3/26,1852.56,1258.18,3169.9
2014/3/25,1865.62,1257.55,3172.72
2014/3/24,1857.44,1261.64,3163.22
2014/3/21,1866.52,1263.07,3210.42
2014/3/20,1872.01,1250.49,3211.78
2014/3/19,1860.77,1232.31,3206.97
2014/3/18,1872.25,1222.95,3184.09
2014/3/17,1858.83,1238.88,3204.3
2014/3/14,1841.13,1242.23,3159.67
2014/3/13,1846.34,1250.45,3149.79
2014/3/12,1868.2,1256.33,3171.29
2014/3/11,1867.63,1255.32,3177.89
2014/3/10,1877.17,1235.83,3198.66
2014/3/7,1878.04,1229.65,3198.39
2014/3/6,1877.03,1240.99,3208.68
2014/3/5,1873.81,1262.54,3165.84
2014/3/4,1873.91,1258.94,3147.4
2014/3/3,1845.73,1258.66,3189.81
2014/2/28,1859.45,1261.04,3175.97
2014/2/27,1854.29,1247.08,3199.69
2014/2/26,1845.16,1253.02,3155.81
2014/2/25,1845.12,1259.61,3139.26
2014/2/24,1847.61,1248.57,3091.52
2014/2/21,1836.25,1246.31,3131.57
2014/2/20,1839.78,1233.43,3116.54
2014/2/19,1828.75,1236.86,3152.86
2014/2/18,1840.76,1241.67,3182.79
2014/2/14,1838.63,1239.04,3177.66
2014/2/13,1829.83,1218.55,3185.97
2014/2/12,1819.26,1204.19,3230.33
2014/2/11,1819.75,1205.41,3206.76
2014/2/10,1799.84,1185.65,3187.45
2014/2/7,1797.02,1176.42,3186.34
2014/2/6,1773.43,1184.73,3161.6
2014/2/5,1751.64,1192.16,3172.43
2014/2/4,1755.2,1182.58,3133.75
2014/2/3,1741.89,1183.03,3130.17
2014/1/31,1782.59,1194.26,3096.64
2014/1/30,1794.19,1204.5,3052.91
2014/1/29,1774.2,1193.5,3096.49
2014/1/28,1792.5,1198.36,3088.9
2014/1/27,1781.56,1178.28,3076.36
2014/1/24,1790.29,1203.35,3073.75
2014/1/23,1828.46,1195.98,3049.19
2014/1/22,1844.86,1214.44,3004.64
2014/1/21,1843.8,1212.36,3019.54
2014/1/17,1838.7,1205.52,3065.46
2014/1/16,1845.89,1206.25,3092.55
2014/1/15,1848.38,1196.78,3092.79
2014/1/14,1838.88,1197.47,3095.31
2014/1/13,1819.2,1197.17,3144.53
2014/1/10,1842.37,1177.95,3135.97
2014/1/9,1838.13,1166.9,3136.33
2014/1/8,1837.49,1150.13,3053.99
2014/1/7,1837.88,1147.58,3149.23
2014/1/6,1826.77,1163.82,3134.94
2014/1/3,1831.37,1173.99,3148.19
2014/1/2,1831.98,1175.16,3157.48
2013/12/31,1848.36,1193.44,3157.31
2013/12/30,1841.07,1194.1,3131.67
2013/12/27,1841.4,1217.52,3121.59
2013/12/26,1842.02,1220.49,3120.8
2013/12/24,1833.32,1211.15,3117.44
2013/12/23,1827.99,1214.87,3118.91
2013/12/20,1818.32,1218.98,3119.06
2013/12/19,1809.6,1215.48,3097.95
2013/12/18,1810.65,1193.07,3094.89
2013/12/17,1781,1181.64,3077.08
2013/12/16,1786.54,1185.28,3032.53
2013/12/13,1775.32,1184.36,3038.49
2013/12/12,1775.5,1189.25,3010.79
2013/12/11,1782.22,1190.22,2962.51
2013/12/10,1802.62,1173,2962.49
2013/12/9,1808.37,1147.82,2963.96
2013/12/6,1805.09,1157.84,3013.96
2013/12/5,1785.03,1156.3,3027.3
2013/12/4,1792.81,1149.18,3011.45
2013/12/3,1795.15,1117.78,3038.6
2013/12/2,1800.9,1106.05,3014.62
2013/11/29,1805.81,1116.51,3028.2
2013/11/27,1807.23,1114.03,3117.08
2013/11/26,1802.75,1134.02,3151.27
2013/11/25,1802.48,1140,3153.08
2013/11/22,1804.76,1141.63,3153.17
2013/11/21,1795.85,1119.56,3154.1
2013/11/20,1781.37,1121.74,3150.2
2013/11/19,1787.87,1125.27,3168.76
2013/11/18,1791.53,1149.13,3119.53
2013/11/15,1798.18,1142.65,3111.94
2013/11/14,1790.62,1151.82,3104.15
2013/11/13,1782,1171.34,3090.26
2013/11/12,1767.69,1157.15,3110.66
2013/11/11,1771.89,1134.62,3110.96
2013/11/8,1770.61,1140.91,3069.16
2013/11/7,1747.15,1139.59,3074.43
2013/11/6,1770.49,1155.26,3059.93
2013/11/5,1762.97,1193.66,3109
2013/11/4,1767.93,1184.74,3100.93
2013/11/1,1761.64,1196.17,3111.37
2013/10/31,1756.54,1163.39,3072.88
2013/10/30,1763.31,1131.7,3070.91
2013/10/29,1771.95,1148.53,3049.35
2013/10/28,1762.11,1128.45,3031.05
2013/10/25,1759.77,1167.06,2975.09
2013/10/24,1752.07,1202.32,2941.76
2013/10/23,1746.38,1219.92,2978.77
2013/10/22,1754.67,1222.72,2921.92
2013/10/21,1744.66,1216.53,2928.12
2013/10/18,1744.5,1211.98,2947.31
2013/10/17,1733.15,1222.01,2960.86
2013/10/16,1721.54,1213.24,2988.67
2013/10/15,1698.06,1210.54,2979.94
2013/10/14,1710.14,1201.99,2953.17
2013/10/11,1703.2,1194.77,2991.76
2013/10/10,1692.56,1195.2,3013.88
2013/10/9,1656.4,1196.89,3077.23
2013/10/8,1655.45,1172.58,3086.64
2013/10/7,1676.12,1188.58,3092.42
2013/10/4,1690.5,1170.71,3082.65
2013/10/3,1678.66,1173.81,3062.62
2013/10/2,1693.87,1171.84,3072.75
2013/10/1,1695,1150.7,3055.98
2013/9/30,1681.55,1133.84,3044.34
2013/9/27,1691.75,1098.83,3047.32
2013/9/26,1698.67,1069.28,3049.17
2013/9/25,1692.77,1078.66,3081.3
2013/9/24,1697.42,1089.64,3054.53
2013/9/23,1701.84,1099.4,3053.69
2013/9/20,1709.91,1091.81,3021.17
2013/9/19,1722.34,1106.57,3034.68
2013/9/18,1725.52,1086.4,3052.83
2013/9/17,1704.76,1084.72,3034.91
2013/9/16,1697.6,1056.45,3042.98
2013/9/13,1687.99,1044.17,3056.4
2013/9/12,1683.42,1096.54,3035.92
