t,H=0.9,H=0.8,H=0.7
0.633,0.951700588,1.006305685,0.979887396
0.634,0.951569192,1.006308205,0.980280138
0.635,0.951650974,1.006553237,0.980174984
0.636,0.951658622,1.006774605,0.980338938
0.637,0.95165121,1.007054876,0.980564561
0.638,0.951487426,1.006972121,0.980980003
0.639,0.951437606,1.006798531,0.980915641
0.64,0.951302223,1.006741256,0.979959339
0.641,0.951289562,1.006837088,0.980524199
0.642,0.951226424,1.006817578,0.980741066
0.643,0.951394824,1.007826323,0.980089683
0.644,0.951280156,1.008161019,0.979933603
0.645,0.951130472,1.008324482,0.978694292
0.646,0.951098533,1.008407997,0.979065245
0.647,0.951041084,1.008816428,0.978867929
0.648,0.951126522,1.008959023,0.977431464
0.649,0.951391924,1.008843126,0.977727199
0.65,0.951384523,1.008587041,0.978520904
0.651,0.951290418,1.008575141,0.978321495
0.652,0.951330787,1.00881417,0.978207139
0.653,0.951410851,1.008777863,0.978641462
0.654,0.951457895,1.009050377,0.978810268
0.655,0.951363014,1.009356346,0.978000195
0.656,0.95129123,1.009715859,0.977926729
0.657,0.951191645,1.009795769,0.978214339
0.658,0.950976039,1.009764361,0.979527355
0.659,0.951063365,1.009364867,0.980724266
0.66,0.950808736,1.009101102,0.980497961
0.661,0.950924937,1.008491894,0.981782916
0.662,0.950927443,1.008084691,0.982841615
0.663,0.951014656,1.007489152,0.983040715
0.664,0.951201256,1.007607787,0.983835826
0.665,0.951401636,1.007265526,0.984370579
0.666,0.951470971,1.007038871,0.984484924
0.667,0.951349051,1.006986647,0.985195833
0.668,0.951494934,1.006925467,0.985251983
0.669,0.951572075,1.006705718,0.984653995
0.67,0.951596559,1.006328153,0.98431757
0.671,0.951504717,1.005814129,0.983854411
0.672,0.95147593,1.005404779,0.983238292
0.673,0.951406122,1.005315961,0.982199828
0.674,0.951500838,1.005144196,0.982499655
0.675,0.951653313,1.005038414,0.981073115
0.676,0.951779976,1.005112125,0.981523397
0.677,0.951827593,1.00543409,0.981189115
0.678,0.952043872,1.004817934,0.980121139
0.679,0.952161165,1.004709018,0.98006784
0.68,0.952340088,1.004760755,0.980263521
0.681,0.952294298,1.00531011,0.98002753
0.682,0.9523611,1.00582564,0.981266521
0.683,0.952302974,1.005961528,0.981029471
0.684,0.952303809,1.005705458,0.983311735
0.685,0.95242138,1.005699578,0.982593385
0.686,0.952505995,1.005650097,0.983918322
0.687,0.952489666,1.006119612,0.984106994
0.688,0.952449382,1.006580314,0.984593135
0.689,0.952305231,1.006693783,0.985037685
0.69,0.95228591,1.006582175,0.98534962
0.691,0.952123703,1.006780605,0.985464305
0.692,0.952068023,1.006785777,0.985116669
0.693,0.951903345,1.006184759,0.984710723
0.694,0.951739262,1.006274608,0.98537072
0.695,0.951765678,1.006796015,0.986082472
0.696,0.951664533,1.007685157,0.987031979
0.697,0.951745338,1.008816085,0.987945966
0.698,0.951709691,1.009511002,0.98790375
0.699,0.951527819,1.010310004,0.9885826
0.7,0.951333532,1.010770873,0.989772998
0.701,0.951261196,1.01104624,0.990957654
0.702,0.950959275,1.011310325,0.992350114
0.703,0.950680425,1.011087772,0.994104983
0.704,0.950426158,1.011330502,0.994436496
0.705,0.9502083,1.011845673,0.99359173
0.706,0.949890605,1.012122267,0.993841796
0.707,0.949317636,1.012491595,0.99392914
0.708,0.948912326,1.013177552,0.99488173
0.709,0.948486519,1.013394617,0.994907211
0.71,0.948098928,1.01347378,0.995888265
0.711,0.947528046,1.013999255,0.996307986
0.712,0.94700829,1.014802019,0.995635495
0.713,0.946481151,1.015041128,0.996302016
0.714,0.946041645,1.015440564,0.995935207
0.715,0.945717132,1.016488587,0.996137526
0.716,0.945343694,1.016481134,0.996906328
0.717,0.944895293,1.016891586,0.996857491
0.718,0.944622729,1.017465774,0.996525786
0.719,0.944363813,1.017493062,0.996236817
0.72,0.944211519,1.017647544,0.995069809
0.721,0.943908413,1.01773498,0.994595319
0.722,0.94352726,1.017863252,0.994245328
0.723,0.943310823,1.018600934,0.994186252
0.724,0.943205267,1.018744844,0.993495426
0.725,0.94310846,1.019434353,0.992398378
0.726,0.942708447,1.019841912,0.991962686
0.727,0.942456744,1.02042427,0.992697627
0.728,0.942474414,1.020748868,0.993663561
0.729,0.942417172,1.020934111,0.994422569
0.73,0.941898997,1.0211561,0.995588078
0.731,0.941485277,1.021212679,0.996407653
0.732,0.940959256,1.021717901,0.995856816
0.733,0.940407741,1.021515585,0.994479454
0.734,0.939921613,1.022056855,0.994146476
0.735,0.939476385,1.022373215,0.993710892
0.736,0.939048951,1.023059216,0.993543005
0.737,0.938877664,1.023738626,0.993206018
0.738,0.938850851,1.02424626,0.992645529
0.739,0.939066725,1.024265955,0.991177084
0.74,0.93916311,1.024378141,0.990005962
0.741,0.939268858,1.024558068,0.990552943
0.742,0.939239435,1.024903098,0.990694641
0.743,0.93919338,1.025803192,0.990546698
0.744,0.939028613,1.026314094,0.989960079
0.745,0.938874657,1.026525487,0.989039645
0.746,0.938984435,1.026995228,0.988817787
0.747,0.938904157,1.026808344,0.988421458
0.748,0.938750784,1.02696666,0.986810047
0.749,0.938628618,1.027266475,0.986733709
0.75,0.93827783,1.027502066,0.987290706
0.751,0.937964928,1.02791993,0.987610852
0.752,0.937850782,1.028417018,0.988059889
0.753,0.937587543,1.028316598,0.988459377
0.754,0.937182007,1.028243839,0.987974803
0.755,0.936937367,1.028128101,0.98764484
0.756,0.936788873,1.028096211,0.987003389
0.757,0.936806139,1.028025633,0.986775201
0.758,0.93667569,1.027941822,0.986897011
0.759,0.936594262,1.028247761,0.986875987
0.76,0.93645592,1.028051949,0.986329098
0.761,0.936408337,1.028395069,0.98636891
0.762,0.936163255,1.028625522,0.985948781
0.763,0.935874361,1.028982096,0.986447217
0.764,0.935591612,1.029634753,0.986790841
0.765,0.935390845,1.030081831,0.98668332
0.766,0.935264709,1.030569484,0.987353492
0.767,0.934880854,1.031515468,0.988211516
0.768,0.93476188,1.031473123,0.988715534
0.769,0.934691946,1.031202308,0.988554312
0.77,0.934617606,1.031708601,0.990046736
0.771,0.934586482,1.032839952,0.989364165
0.772,0.934587049,1.033364116,0.98856269
0.773,0.93460609,1.033504661,0.989293086
0.774,0.934668067,1.03395462,0.98905025
0.775,0.934892034,1.034243808,0.98880157
0.776,0.934807332,1.03454886,0.988678851
0.777,0.934552618,1.03425574,0.989136083
0.778,0.93436445,1.034138277,0.989953338
0.779,0.934033704,1.033632557,0.989779202
0.78,0.933882059,1.033137164,0.991450903
0.781,0.933670626,1.033005267,0.992512744
0.782,0.933642992,1.032442266,0.992115121
0.783,0.933733796,1.031633285,0.992697881
0.784,0.933836501,1.031224321,0.994196101
0.785,0.933891609,1.031059734,0.994123038
0.786,0.934097735,1.030607255,0.995453603
0.787,0.934188533,1.030482322,0.996084181
0.788,0.93434987,1.030452362,0.996232743
0.789,0.934667407,1.030410126,0.99809775
0.79,0.934638359,1.029746233,0.998992883
0.791,0.934662467,1.02975866,0.999894975
0.792,0.9346844,1.030351485,1.000497538
0.793,0.934704728,1.030701685,1.001064711
0.794,0.93471037,1.030806824,1.001144167
0.795,0.934654275,1.030829682,1.001436503
0.796,0.934776198,1.030876923,1.002299674
0.797,0.934939095,1.030896028,1.002356756
0.798,0.934937847,1.031261405,1.002608042
0.799,0.934757677,1.031130709,1.003233021
0.8,0.934615848,1.03080064,1.003613225
0.801,0.93448087,1.030517631,1.004088711
0.802,0.934310203,1.029779094,1.003378883
0.803,0.934112445,1.030023322,1.002099841
0.804,0.93393673,1.030088784,1.0029799
0.805,0.933855192,1.029603988,1.002849766
0.806,0.933945722,1.029727573,1.002899702
0.807,0.933963448,1.030270124,1.003077148
0.808,0.933965333,1.030489589,1.003404338
0.809,0.934073853,1.030584787,1.003873002
0.81,0.934092347,1.030927937,1.005066976
0.811,0.934153949,1.031247098,1.006514976
0.812,0.934172726,1.031598279,1.006958214
0.813,0.934000231,1.031756823,1.007363875
0.814,0.933801852,1.032338411,1.007187827
0.815,0.933586282,1.032861827,1.007861667
0.816,0.933325589,1.032995067,1.00819758
0.817,0.933269213,1.032860249,1.008617348
0.818,0.933089949,1.033297844,1.008823997
0.819,0.932898014,1.033894272,1.009157682
0.82,0.9327447,1.034175289,1.009169675
0.821,0.932575994,1.034252673,1.009769302
0.822,0.932320004,1.034495021,1.010537468
0.823,0.932232136,1.034729196,1.011559113
0.824,0.932193437,1.034554971,1.011546765
0.825,0.932246349,1.034287016,1.011050775
0.826,0.932261934,1.034509726,1.010557358
0.827,0.93212094,1.034622506,1.009984987
0.828,0.932050827,1.034111106,1.010818165
0.829,0.932149251,1.033667021,1.01045858
0.83,0.932153034,1.033819269,1.010381546
0.831,0.932278633,1.033906937,1.011240402
0.832,0.932356229,1.033729495,1.012613082
0.833,0.932455474,1.033260875,1.013334056
0.834,0.932575596,1.032920858,1.013538539
0.835,0.932832759,1.03294791,1.014591921
0.836,0.932951492,1.03225613,1.015175797
0.837,0.933062225,1.032026598,1.015801975
0.838,0.933030804,1.032134098,1.016305245
0.839,0.932881575,1.032616967,1.017635348
0.84,0.932807073,1.03230799,1.018871393
0.841,0.93275064,1.032306913,1.018971135
0.842,0.932889842,1.031852228,1.019642738
0.843,0.932937865,1.03149077,1.020674956
0.844,0.932778783,1.030990731,1.022925666
0.845,0.932694396,1.030539219,1.023238459
0.846,0.932758046,1.030690802,1.0239105
0.847,0.932868112,1.030779714,1.024692954
0.848,0.932993407,1.030728361,1.024454295
0.849,0.932942559,1.030999141,1.024969814
0.85,0.933015271,1.030843135,1.024269396
0.851,0.932889712,1.030402828,1.025204774
0.852,0.932957597,1.030607689,1.024925561
0.853,0.933021037,1.030214024,1.025024126
0.854,0.932905659,1.029608716,1.023514485
0.855,0.932701984,1.02969811,1.023431904
0.856,0.932752182,1.029793664,1.023218653
0.857,0.932657151,1.029642062,1.023454706
0.858,0.932520445,1.030224848,1.023812352
0.859,0.932341863,1.030055073,1.024180717
0.86,0.932231918,1.02906911,1.023398274
0.861,0.931953426,1.028719976,1.022253024
0.862,0.931743019,1.029461146,1.020568332
0.863,0.931496894,1.029524948,1.021648237
0.864,0.93118535,1.02908164,1.022203794
0.865,0.930994248,1.028444562,1.022865736
0.866,0.930874128,1.028095778,1.022118985
0.867,0.930954695,1.027937515,1.022068797
0.868,0.931008608,1.026887363,1.02308295
0.869,0.930936658,1.026355541,1.023224133
0.87,0.93102155,1.025812459,1.023435954
0.871,0.931054397,1.025574043,1.022668013
0.872,0.931041586,1.02517451,1.022350157
0.873,0.931122853,1.024312661,1.021726888
0.874,0.93108971,1.023326473,1.020956697
0.875,0.931209448,1.022745501,1.021087095
0.876,0.931194903,1.022332543,1.021506653
0.877,0.931153957,1.022426683,1.021861915
0.878,0.931005263,1.022101756,1.022471252
0.879,0.930826955,1.021969762,1.022006267
0.88,0.930759221,1.022005796,1.021899361
0.881,0.930667923,1.021939099,1.022842512
0.882,0.930813655,1.02149174,1.02351509
0.883,0.930840424,1.021469515,1.024632766
0.884,0.930949069,1.021513075,1.024157881
0.885,0.931118119,1.021320393,1.022954106
0.886,0.931222949,1.021359752,1.022197633
0.887,0.931261852,1.021308359,1.021660127
0.888,0.931047015,1.021105382,1.02086843
0.889,0.930958065,1.021015276,1.020585798
0.89,0.930876112,1.021019178,1.018430259
0.891,0.930879663,1.020992558,1.018382899
0.892,0.930845392,1.020261744,1.018119684
0.893,0.930878417,1.01966283,1.016441309
0.894,0.930724826,1.019023143,1.015494356
0.895,0.930739839,1.01903685,1.014481808
0.896,0.930724104,1.019100408,1.01494995
0.897,0.930605939,1.019581707,1.014380591
0.898,0.930627592,1.019810505,1.013788706
0.899,0.930782548,1.019304004,1.013045241
0.9,0.930720591,1.019299366,1.012176381
0.901,0.930613974,1.019161131,1.011012448
0.902,0.930754452,1.018938865,1.010932585
0.903,0.930926332,1.018556273,1.009730566
0.904,0.931026211,1.01858183,1.009137938
0.905,0.930950633,1.018486002,1.009756045
0.906,0.931146621,1.018842274,1.010316239
0.907,0.931166173,1.019297013,1.009212778
0.908,0.931162985,1.020168322,1.008063639
0.909,0.931119197,1.020674108,1.007432305
0.91,0.930925865,1.021229817,1.00656534
0.911,0.930816418,1.022189263,1.007452089
0.912,0.931002827,1.02277608,1.007799203
0.913,0.931134132,1.023330923,1.007625863
0.914,0.931197225,1.023309309,1.008128471
0.915,0.93119393,1.022875,1.007942628
0.916,0.931302423,1.022854702,1.008484968
0.917,0.931490348,1.023623783,1.007361568
0.918,0.931643673,1.023637283,1.006920032
0.919,0.931751332,1.023911117,1.007255597
0.92,0.931921353,1.024500272,1.007830487
0.921,0.931899157,1.025034239,1.007526289
0.922,0.93176202,1.025113677,1.006999732
0.923,0.931651581,1.025152424,1.007069244
0.924,0.931500885,1.025603632,1.007255239
0.925,0.931660646,1.025925331,1.006450728
0.926,0.931594821,1.026284632,1.005873062
0.927,0.931333575,1.026535437,1.006236421
0.928,0.931098002,1.026507022,1.005905607
0.929,0.930984101,1.026548741,1.005942385
0.93,0.931219035,1.026527154,1.006318117
0.931,0.931216038,1.027060667,1.006054608
0.932,0.931237857,1.027502844,1.004832303
0.933,0.931213129,1.027976564,1.005996025
0.934,0.931383231,1.028542262,1.007471165
0.935,0.931639885,1.028988959,1.007386173
0.936,0.931746517,1.028847792,1.006887398
0.937,0.931978746,1.028686795,1.005141305
0.938,0.932143306,1.028110861,1.005404494
0.939,0.932502753,1.028076252,1.00407745
0.94,0.932540661,1.027391186,1.003543992
0.941,0.932678634,1.027309865,1.004044477
0.942,0.932570362,1.027320969,1.005599976
0.943,0.932451633,1.027536746,1.005464643
0.944,0.93227081,1.02765899,1.004043682
0.945,0.932081024,1.028123851,1.003749407
0.946,0.932095066,1.028373887,1.003583281
0.947,0.932154196,1.028843316,1.002249495
0.948,0.93211167,1.029050587,1.000839101
0.949,0.932058858,1.029584015,0.99989953
0.95,0.931805226,1.029532078,0.999654214
0.951,0.931830428,1.02949371,0.999922278
0.952,0.931991033,1.029608553,0.999730364
0.953,0.931982771,1.029423753,0.999886103
0.954,0.931928393,1.029614667,0.998520781
0.955,0.931821769,1.02960609,0.99769593
0.956,0.931759685,1.029218915,0.997400415
0.957,0.931724282,1.029157623,0.996982295
0.958,0.93188438,1.029396964,0.996227239
0.959,0.931915298,1.029571064,0.995949097
0.96,0.93199609,1.02959546,0.997338388
0.961,0.931958992,1.029521866,0.997905706
0.962,0.931916071,1.029111796,0.997482285
0.963,0.931947803,1.029434755,0.996498453
0.964,0.931904125,1.02982567,0.996242617
0.965,0.931898498,1.029909952,0.995500423
0.966,0.93177255,1.030094167,0.994802756
0.967,0.931830309,1.030357173,0.993967205
0.968,0.931687034,1.030327444,0.993911893
0.969,0.931555025,1.030727088,0.993430557
0.97,0.93177244,1.030538022,0.994098393
0.971,0.932078862,1.030224896,0.994194536
0.972,0.932063668,1.030135972,0.994556268
0.973,0.932135056,1.0301373,0.994740093
0.974,0.932265743,1.030138565,0.994520871
0.975,0.932275818,1.029801662,0.995230997
0.976,0.932513026,1.029346019,0.994549052
0.977,0.932613847,1.028562782,0.994405409
0.978,0.932723862,1.027597153,0.99488781
0.979,0.932777309,1.027919254,0.994747181
0.98,0.9329153,1.028041209,0.99464862
0.981,0.932934707,1.028056341,0.99500594
0.982,0.933035762,1.028251429,0.993886512
0.983,0.933215052,1.028145151,0.993805629
0.984,0.933358329,1.028131471,0.993167922
0.985,0.933700718,1.027586707,0.992566698
0.986,0.933751125,1.027189995,0.991474109
0.987,0.933870356,1.027225592,0.990720047
0.988,0.933761483,1.026938656,0.989569941
0.989,0.933907703,1.026721929,0.988226075
0.99,0.933959658,1.026812447,0.98781828
0.991,0.933912172,1.026565771,0.988011494
0.992,0.933888529,1.02658835,0.988867336
0.993,0.933681433,1.026847362,0.988779514
0.994,0.933493231,1.0267455,0.989084905
0.995,0.93328794,1.026654173,0.988927003
0.996,0.933265459,1.025828739,0.988912574
0.997,0.933023868,1.025223235,0.989396461
0.998,0.932858911,1.024421987,0.989029462
0.999,0.932976467,1.02447402,0.989557992
1,0.933167757,1.024716146,0.989489975
